"listing__rating-model","item","item 2","item 3","item 4","ellipsize","listing__excerpt","listing__price"
"Toyota Calya","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2023 Toyota Calya 1.2 G MPV - Matic Abu Mobil Keluarga Nya...","🔥 Dijual Cepat: Toyota Calya G Matic 2023 Abu🔥 ✅ Tangan Pertama ✅ KM Rendah 33rb ✅ Mesin ...",""
"Honda BR-V","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2018 Honda BR-V 1.5 E Prestige SUV - Matic Putih BRV Kondi...","🔥 Dijual Cepat: Honda BR-V E Prestige Matic 2018 Putih🔥 ✅ Tangan Pertama ✅ KM Rendah 62rb ...",""
"Honda Brio","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2024 Honda Brio 1.2 RS Hatchback - Matic Hitam Kondisi Pri...","🔥 Dijual Cepat: Honda Brio RS Matic 2024 RS🔥 ✅ Tangan Pertama ✅ KM Rendah 30rb ✅ Mesin ...",""
"Suzuki XL7","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2023 Suzuki XL7 1.5 Beta SUV - Matic Putih Kondisi Prima H...","🔥 Dijual Cepat: Suzuki XL7 Beta Matic 2023 Putih🔥 ✅ Tangan Pertama ✅ KM Rendah 38rb ✅ ...",""
"Honda Brio","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2023 Honda Brio 1.2 Satya E Hatchback - Matic Putih City C...","🔥 Dijual Cepat: Honda Brio E Matic 2023 Putih🔥 ✅ Tangan Pertama ✅ KM Rendah 40rb ✅ Mesin ...",""
"Mitsubishi Xpander","85 - 90K KM","Automatic","DKI Jakarta","Dealer","2018 Mitsubishi Xpander 1.5 Sport MPV - Matic Putih Kondis...","🔥 Dijual Cepat: Mitsubishi Xpander Sport Matic 2018 Putih 🔥 ✅ Tangan Pertama ✅ KM Rendah ...",""
"Honda HR-V","70 - 75K KM","Automatic","Jawa Timur","Dealer","2018 Honda HR-V 1.5 E Special Edition SUV","WA **** DP 25 JT Dijual Honda Hrv 1.5 SE CVT 2018 Putih Plat L Km 72.000 Pajak hidup ...","Rp 210.000.000"
"Toyota Agya","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2024 Toyota Agya 1.2 G Hatchback - Matic Putih Kondisi Lik...","🔥 Dijual Cepat: Toyota Agya G Matic 2024 Putih 🔥 ✅ Tangan Pertama ✅ KM Rendah 13rb ✅ ...",""
"Honda Civic","60 - 65K KM","Automatic","DKI Jakarta","Private","2019 Honda Civic 1.5 ES Sedan - Turbo T","Ini detailnya: *Honda Civic sedan Turbo 1.5 AT 2019* • Odometer +/- 64.000 km • Pajak ...","Rp 320.000.000"
"Suzuki SX4 S-Cross","60 - 65K KM","Automatic","Banten","Sales Agent","2019 Suzuki SX4 S-Cross 1.5 Hatchback","Suzuki SX4 S-cross 2019 Km 63 rb on going | Automatic Harga Cash: chat wa Kredit 170 jt ...","Rp 170.000.000"
"Toyota Yaris","75 - 80K KM","Manual","Jawa Barat","Sales Agent","2019 Toyota Yaris 1.5 TRD Sportivo Hatchback","2019 Toyota YARIS S 1.5 79.216 km | Manual - Service Record - Transmisi Halus - Surat2 ...","Rp 185.000.000"
"Lexus NX 200T","55000 KM","Automatic","DKI Jakarta","Dealer","2015 Lexus NX 200T 2.0 F Sport SUV - 55 rb km NX200 2016 n...","Kondisi istimewa sekali Kilometer rendah Full original seperti baru Full record Lexus ...","Rp 365.000.000"
"Hyundai Santa Fe","70 - 75K KM","Automatic","DKI Jakarta","Dealer","2023 Hyundai Santa Fe 2.2 Signature SUV","Forsale Hyundai Santafe Signature 2.2 Diesel AT -NIK 2023 -Odometer 70.000km -Plat B ...",""
"Mercedes-Benz E200","115 - 120K KM","Automatic","DKI Jakarta","Dealer","2010 Mercedes-Benz E200 1.8 CGI Sedan - AT KM Low Rawatan ...","Yang Anda dapatkan jika membeli di BJM Autocars : * Hanya menjual Mobil Bekas Berkualitas ...","Rp 158.000.000"
"Toyota Calya","100000 KM","Automatic","Banten","Dealer","2020 Toyota Calya 1.2 G MPV","Harga khusus OTR Kredit dan TDP Paket , Harga Tunai Beda Lagi ... . Harga Cash 128 Jt ...","Rp 110.000.000"
"","5 - 10K KM","Automatic","Banten","Dealer","2024 BMW M2 3.0 Coupe - Zandvoort Blue Low KM 5ribuan LIKE...","BMW M2 Coupe •NIK 2024 •KM 5.300 (BUKAN MILLES) •Warna Zandvoort Blue on Black •Pajak s.d ...","Rp 1.545.000.000"
"Toyota Kijang Innova","140 - 145K KM","Manual","Jawa Timur","Dealer","2014 Toyota Kijang Innova 2.5 G MPV - Mamual","Kondisi sangat terawat Mobil siap pakai Tidak bekas tabrak atau banjir Pajak panjang ...","Rp 190.000.000"
"Toyota Camry","30000 KM","Automatic","Jawa Barat","Dealer","2019 Toyota Camry 2.5 V Sedan","Harga diatas adalah harga kredit Cash nego hubungi kami Toyota Camry 2.5V AT 2019 Bensin ...","Rp 350.000.000"
"Mercedes-Benz E250","59000 KM","Automatic","Jawa Barat","Dealer","2012 Mercedes-Benz E250 1.8 Avantgarde CGI Sedan","Mercedes-Benz E250 1.8 CGI Avantgarde Tahun : 2012 Plat : Bandung Warna : Abu Abu Metalik ...","Rp 238.000.000"
"Toyota Kijang Innova","75 - 80K KM","Automatic","DKI Jakarta","Dealer","2022 Toyota Kijang Innova 2.4 G MPV","Terima JualBeli TukerTambah Innova G 2.4 AT Diesel Warna Hitam NIK Tahun 2022 Plat B ...",""
"","10 - 15K KM","Automatic","Banten","Sales Agent","2024 Honda WR-V 1.5 E SUV - PROMO WARRANTY 1 1 TAHUN MESIN...","WR-V 1.5 E SUV AT Km 13rb On Going Pajak On Kunci cadangan lengkap Buku Service lengkap + ...","Rp 299.000.000"
"Toyota Yaris","70 - 75K KM","Automatic","DKI Jakarta","Dealer","2016 Toyota Yaris 1.5 TRD Sportivo Hatchback","Harga tertera harga cash (serious buyer) For sale: Toyota yaris trd at Tahun 2016 Warna ...","Rp 151.000.000"
"Nissan Livina","80 - 85K KM","Automatic","DKI Jakarta","Dealer","2019 Nissan Livina 1.5 VL MPV","Terima JualBeli TukerTambah Nissan Livina VL 1.5 AT NIK Tahun 2019 Warna Putih Plat B ...",""
"BMW X1","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2018 BMW X1 1.5 sDrive18i xLine SUV","BMW X1 SDRIVE XLINE 1.5 AT 2018 PANORAMIC Spesifikasi Kendaraan : Warna : Hitam Tranmisi ...","Rp 310.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2025 Wuling Air EV Lite 300KM Hatchback - 0.0","Terima JualBeli TukerTambah Wuling Air EV Lite Long Range 300KM NIK 2025 Warna Putih Plat ...",""
"","","","","","","",""
"","","","","","","",""
"Mitsubishi Xpander","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2024 Mitsubishi Xpander 1.5 Ultimate MPV","Expander ultimate 2025 nik 2024 Harga 257jt Cr","Rp 257.000.000"
"Mazda CX-9","35 - 40K KM","Automatic","Banten","Dealer","2021 Mazda CX-9 2.5 AWD SUV","MAZDA CX 9 AWD AT 2021 Bensin Spesifikasi Utama : - Warna: HITAM - Transmisi: AT - Odo: ...","Rp 480.000.000"
"Toyota Yaris","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2021 Toyota Yaris 1.5 TRD Sportivo 3 AB Hatchback","2021 Toyota Yaris TRD Sportivo 3 AB Hatchback Harga OTR cash = . 217,000,000 Harga OTR ...","Rp 211.000.000"
"Toyota Rush","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2024 Toyota Rush 1.5 GR Sport SUV","Mobil : Toyota Rush GR AT Tahun : 2024 Nopol : B (ganjil) FOD KM : 17 RB ————————— OTR ...","Rp 234.000.000"
"Nissan Livina","50 - 55K KM","Automatic","DKI Jakarta","Dealer","2020 Nissan Livina 1.5 VL MPV","Mobil :Nissan Livina VL AT Tahun : 2020 Nopol : B (ganjil) BP KM : 56 RB(LOW) ————— OTR ...","Rp 174.000.000"
"","50 - 55K KM","Automatic","DKI Jakarta","Dealer","2022 Toyota Raize 1.0 GR Sport (2 Tone) SUV - (LOW KM51rb)...","Mobil : Toyota Raize 1.0T GR Sport Two Tone Tahun : 2022 KM : 51rb ————— OTR Kredit : 182 ...","Rp 182.000.000"
"","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2025 Toyota Raize 1.2 G (1 Tone) SUV - (LOW KM 17RB)","Mobil : Toyota Raize G 1.2 CVT Tahun : 2025 KM : 17 RB LOW ————— OTR Kredit : 197jt OTR ...","Rp 197.000.000"
"Mitsubishi Xpander","25 - 30K KM","Automatic","DKI Jakarta","Sales Agent","2023 Mitsubishi Xpander 1.5 Ultimate MPV","Masookk lagi Mitsubishi xpander ultimate 2023😍 Cepetan bungkus boskuh ✅Automatic ...","Rp 258.000.000"
"Honda Brio","80 - 85K KM","Automatic","DKI Jakarta","Dealer","2019 Honda Brio 1.2 Satya E Hatchback","2019 Honda Brio Satya E Hatchback Harga OTR cash = . 150,000,000 Harga OTR Kredit = . ...","Rp 146.000.000"
"Toyota Yaris","70 - 75K KM","Automatic","DKI Jakarta","Dealer","2019 Toyota Yaris 1.5 TRD Sportivo Hatchback","2019 Toyota Yaris TRD Sportivo Hatchback Harga OTR cash = . 198,000,000 Harga OTR Kredit ...","Rp 193.000.000"
"Mazda Biante","110 - 115K KM","Automatic","DKI Jakarta","Dealer","2012 Mazda Biante 2.0 DISI MPV","MAZDA BIANTE 2.0 MATIC. KREDIT 100jt. CASH 115jt. Bisa TUKAR - TAMBAH. HERRY - Lotus ...","Rp 100.000.000"
"","40 - 45K KM","Automatic","DKI Jakarta","Dealer","2021 MG HS 1.5 Ignite SUV","MG HS LUX MATIC. KREDIT 190jt. CASH 210jt. Bisa TUKAR - TAMBAH. HERRY - Lotus Motor. WA : ...","Rp 190.000.000"
"","75 - 80K KM","Automatic","Jawa Barat","Dealer","2022 Daihatsu Rocky 1.2 X SUV","2022 Daihatsu Rocky X SUV Harga OTR cash = . 185,000,000 Harga OTR Kredit = . 180,000,000 ...","Rp 180.000.000"
"","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2023 Toyota Raize 1.0 GR Sport TSS (2 Tone) SUV - BYD M6 0...","BYD M6 MATIC LISTRIK. KREDIT 315jt. CASH 335jt. Bisa TUKAR - TAMBAH. HERRY - Lotus Motor ...","Rp 315.000.000"
"Honda CR-V","100 - 105K KM","Automatic","DKI Jakarta","Dealer","2015 Honda CR-V 2.4 Prestige SUV","HONDA CRV 2.4 PRESTIGE. KREDIT 170jt. CASH 190jt. Bisa TUKAR - TAMBAH. HERRY - Lotus ...","Rp 170.000.000"
"Mitsubishi Pajero Sport","115 - 120K KM","Automatic","DKI Jakarta","Dealer","2012 Mitsubishi Pajero Sport 2.5 Dakar 4x2 SUV","MITSUBISHI PAJERO SPORT. DIESEL MATIC KREDIT 205jt. CASH 220jt. Bisa TUKAR - TAMBAH. ...","Rp 205.000.000"
"Suzuki Ignis","50 - 55K KM","Automatic","DKI Jakarta","Sales Agent","2018 Suzuki Ignis 1.2 GX SUV","PUSAT JUAL MOBIL BEKAS BERKUALITAS 𝐁𝐎𝐎𝐊 𝐍𝐎𝐖 & BISA TEST DRIVE DIRUMAH/DIKANTOR !! Harga ...","Rp 128.000.000"
"Toyota Rush","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2023 Toyota Rush 1.5 GR Sport SUV","TOYOTA RUSH S MATIC. KREDIT 235jt. CASH 255jt. Bisa TUKAR - TAMBAH. HERRY - Lotus Motor. ...","Rp 235.000.000"
"Mitsubishi Pajero Sport","120 - 125K KM","Automatic","DKI Jakarta","Dealer","2015 Mitsubishi Pajero Sport 2.5 Dakar 4X4 SUV","MITSUBISHI PAJERO DAKAR. KREDIT 225jt. CASH 245jt. Bisa TUKAR - TAMBAH. HERRY - Lotus ...","Rp 225.000.000"
"Daihatsu Ayla","15 - 20K KM","Manual","Jawa Barat","Dealer","2021 Daihatsu Ayla 1.0 X Hatchback","2021 Daihatsu Ayla X Hatchback Harga OTR cash = . 110,000,000 Harga OTR Kredit = . ...","Rp 107.000.000"
"Toyota Kijang Innova","65 - 70K KM","Automatic","DKI Jakarta","Dealer","2016 Toyota Kijang Innova 2.0 G MPV","TOYOTA INNOVA G. BENSIN MATIC. KREDIT 195jt. CASH 210jt. Bisa TUKAR - TAMBAH. HERRY - ...","Rp 195.000.000"
"Mitsubishi Xpander","30 - 35K KM","Automatic","DKI Jakarta","Sales Agent","2021 Mitsubishi Xpander 1.5 Rockford Fosgate Black Edition...","Mobil Bekas Rasa Mobil Baru Harga SUDAH DIBAWAH PASARAN Unit Ready 2021 Mitsubihi Xpander ...",""
"Toyota Corolla Altis","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2017 Toyota Corolla Altis 1.8 V Sedan - DP 0 Juta - cashba...","Toyota Corolla Altis 1.8 V 2017 / **** ITA Simply Motor Open Price: Rp 215.XXX.XXX (Nego) ...",""
"Honda Brio","55 - 60K KM","Automatic","Banten","Sales Agent","2020 Honda Brio 1.2 RS Hatchback","2020 Honda BRIO RS 1.2 56.878 km | Automatic - Service Record - Transmisi Halus - Surat2 ...",""
"Mitsubishi Colt Diesel","35 - 40K KM","Manual","Jawa Barat","Dealer","2021 Mitsubishi Colt Diesel 3.9 FE74 L K Truck","Dijual Hino Dutro 130 HDL 6 Roda Box Long Chasis Tahun 2021 Rp 353 juta Bisa cash atau ...","Rp 370.000.000"
"Wuling Almaz","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2019 Wuling Almaz 1.5 Exclusive 7 Seater SUV","WULING ALMAZ LUX 7 SEAT. SUNROOF MATIC. KREDIT 140jt. CASH 157,5jt. Bisa TUKAR - TAMBAH. ...","Rp 140.000.000"
"","65 - 70K KM","Automatic","Banten","Broker","2023 Honda WR-V 1.5 RS Honda Sensing SUV - RS Sensing","Honda WRV RS Sensing 1,5 Transmisi automatic Warna merah Odo 70000 (record) Nik 2023 ...","Rp 202.000.000"
"Honda HR-V","95 - 100K KM","Automatic","Banten","Broker","2018 Honda HR-V 1.8 Prestige SUV","Honda HRV Prestige 1,8 Transmisi automatic Warna hitam Odo 97000 km Nik 2018 Pajak hidup ...","Rp 206.000.000"
"Honda HR-V","80 - 85K KM","Automatic","Banten","Broker","2020 Honda HR-V 1.5 E Special Edition SUV","Honda HRV SE 1,5 Transmisi automatic Warna hitam metalik Odo 83000 km Nik 2020 Pajak ...","Rp 207.000.000"
"Hyundai Santa Fe","75 - 80K KM","Automatic","Banten","Broker","2019 Hyundai Santa Fe 2.2 Grand CRDi SUV","Hyundai SantaFe 2,2 diesel Transmisi automatic Warna hitam metalik Odo 79000 km Nik 2019 ...","Rp 355.000.000"
"Toyota Fortuner","90 - 95K KM","Automatic","Banten","Broker","2019 Toyota Fortuner 2.4 VRZ TRD 4X2 SUV","Toyota Fortuner VRZ TRD 2,4 Transmisi automatic Warna hitam Odo 92000 km Nik 2019 Pajak ...","Rp 359.000.000"
"Honda Brio","20 - 25K KM","Automatic","Banten","Broker","2023 Honda Brio 1.2 Satya E Hatchback","Honda Brio E 1,5 Transmisi automatic Warna abu-abu metalik Odo 22000 km (Record) Nik 2023 ...","Rp 155.000.000"
"","30 - 35K KM","Manual","Jawa Barat","Dealer","2024 Mitsubishi Fuso Canter 3.9 FE74 HDS Truck","MITSUBISHI Colt Diesel FE 74 HDN Bak Besi 3ways MANUAL 2024 KUNING KOMBINASI Km 13.259 ...","Rp 440.000.000"
"","17000 KM","Manual","Jawa Barat","Dealer","2021 Mitsubishi Xpander Cross 1.5 MPV - Low KM 17rb Siap L...","Xpander Cross Manual 2021 istw Skli - KM low 17rb istw Skli Mulus Sperti Baru - 1 tangan ...",""
"Honda CR-V","95 - 100K KM","Automatic","Jawa Timur","Dealer","2016 Honda CR-V 2.4 Prestige Audio Premium SUV","HONDA CR-V 2.4 PRESTIGE FENDER AUDIO 2016 Deskripsi Unit: • Model: CR-V Tipe Prestige ...","Rp 220.000.000"
"Mazda 2","105 - 110K KM","Automatic","Banten","Broker","2017 Mazda 2 1.5 GT (Soul Red Color) Hatchback","Mazda 2 GT 1,5 Transmisi automatic Warna merah Odo 108k km Nik 2017 Pajak hidup (09/26) ...","Rp 166.000.000"
"","50 - 55K KM","Automatic","Banten","Dealer","2023 Hyundai Stargazer 1.5 Prime MPV","Harga khusus OTR Kredit dan TDP Paket , Harga Tunai Beda Lagi ... . Harga cash 205 Jt ...","Rp 185.000.000"
"Jeep Wrangler","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2022 Jeep Wrangler 3.6 Rubicon Unlimited 4 Door SUV","FS Jeep Wrangler Rubicon JL CBU 3.600 Cc Limited Edition - Nik 2022 - ⁠Plat B Ganjil - ...","Rp 1.750.000.000"
"Toyota Fortuner","70 - 75K KM","Automatic","Banten","Broker","2021 Toyota Fortuner 2.4 VRZ GR SPORT 4X2 SUV","Toyota Fortuner 2,4 GR Transmisi automatic Warna putih Odo 72000 km Nik 2021 Pajak hidup ...","Rp 438.000.000"
"Honda Freed","130 - 135K KM","Automatic","DKI Jakarta","Dealer","2013 Honda Freed 1.5 S MPV","Honda Freed 2013 A/T KM: 130rb Harga Khusus kredit Rp.135.000.000,- .Plat B .Warna Putih ...","Rp 135.000.000"
"","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2019 Tesla Model X 75D SUV - 0.0 - Performance Pearl White...","2019 Tesla Model X Performance  Pearl White on Black Open Price: Rp1.900.000.000 📆 Year: ...","Rp 1.900.000.000"
"Honda Civic","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2024 Honda Civic 1.5 RS Sedan - Low KM terawat antik Turbo...","Honda Civic RS Sedan 2024 Putih * Km 17.xxx * Pajak Hidup 11-2026 * Kaleng 11-2029 * Plat ...",""
"Honda HR-V","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2024 Honda HR-V 1.5 Special Edition SUV","HONDA HRV SE MATIC. KREDIT 315jt. CASH 330jt. Bisa TUKAR - TAMBAH. HERRY - Lotus Motor. ...","Rp 315.000.000"
"Toyota Alphard","100 - 105K KM","Automatic","DKI Jakarta","Dealer","2017 Toyota Alphard 2.5 G MPV","TOYOTA ALPHARD G MATIC. KREDIT 430jt. CASH 455jt. Bisa TUKAR - TAMBAH. HERRY - Lotus ...","Rp 430.000.000"
"Suzuki Ertiga","70 - 75K KM","Automatic","Jawa Barat","Sales Agent","2020 Suzuki Ertiga 1.5 GX MPV - Bergaransi","Suzuki Ertiga GX AT 2020 Kilometer : 73.247 Melayani cash/credit 𝘾𝘼𝙍𝙎𝙊𝙈𝙀 𝘾𝙚𝙧𝙩𝙞𝙛𝙞𝙚𝙙 🔥🔥🔥 - ...","Rp 186.000.000"
"","50 - 55K KM","Automatic","DKI Jakarta","Dealer","2022 Hyundai Creta 1.5 Prime SUV","HYUNDAI CRETA PRIME MATIC. KREDIT 240jt. CASH 260jt. Bisa TUKAR - TAMBAH. HERRY - Lotus ...","Rp 240.000.000"
"","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2011 Peugeot 207 1.6 Sedan","PEUGEOT 207 1.6 MATIC. ORI, SERVICE BOOK. KONCI 2. KAKI2 SENYAP. ELECTRIC AMAN. DASHCAM. ...","Rp 90.000.000"
"Daihatsu Sigra","20 - 25K KM","Manual","Jawa Barat","Sales Agent","2024 Daihatsu Sigra 1.0 D MPV","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 117.000.000"
"Daihatsu Xenia","30 - 35K KM","Manual","Jawa Barat","Sales Agent","2022 Daihatsu Xenia 1.3 R MPV","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 180.000.000"
"Mercedes-Benz S450L","0 - 5K KM","Automatic","DKI Jakarta","Sales Agent","2022 Mercedes-Benz S450L 3.0 Luxury 4MATIC Sedan","Mercedes-Benz S450 L 4MATIC Year : 2022 Exterior : Obsidian Black Interior : Cognac ...","Rp 1.850.000.000"
"Toyota Kijang Innova","65 - 70K KM","Automatic","Jawa Barat","Sales Agent","2019 Toyota Kijang Innova 2.4 V MPV","Beli Mobil bekas bebas cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 372.000.000"
"Toyota Voxy","70 - 75K KM","Automatic","Jawa Barat","Sales Agent","2018 Toyota Voxy 2.0 MPV","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 255.000.000"
"BMW 320i","15 - 20K KM","Automatic","DKI Jakarta","Sales Agent","2024 BMW 320i 2.0 M Sport Sedan","Certified Used Car By Astra BMW 320 Msport · 2024 17b km · Brooklyn Grey on Black · Plat ...",""
"","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2023 Mercedes-Benz AMG A35 2.0 4MATIC Sedan - FACELIFT STN...","MERCEDES BENZ AMG A35 2.0 306HP 4Matic FACELIFT. WHITE. Odometer 12.500 Mls. STNK 1th. ...","Rp 695.000.000"
"Toyota Sienta","35 - 40K KM","Automatic","Jawa Barat","Sales Agent","2021 Toyota Sienta 1.5 V MPV","Beli Mobil bekas bebas cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 195.000.000"
"Suzuki Karimun Wagon R","80 - 85K KM","Manual","Jawa Barat","Sales Agent","2020 Suzuki Karimun Wagon R 1.0 GS Hatchback","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 102.000.000"
"Toyota Calya","40 - 45K KM","Automatic","Jawa Barat","Sales Agent","2023 Toyota Calya 1.2 G MPV","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 148.000.000"
"BMW 218i","20 - 25K KM","Automatic","DKI Jakarta","Sales Agent","2023 BMW 218i 1.5 Gran Sport Coupe","Premium Selection Certified Used Car By Astra ——————————————————————- BMW 218i Gran Coupe ...",""
"Daihatsu Sigra","45 - 50K KM","Automatic","Jawa Barat","Sales Agent","2018 Daihatsu Sigra 1.2 R Deluxe MPV","Beli Mobil bekas bebas cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 120.000.000"
"Toyota Fortuner","60 - 65K KM","Automatic","Jawa Barat","Sales Agent","2021 Toyota Fortuner 2.4 VRZ 4X2 SUV","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 453.000.000"
"Suzuki Ertiga","70 - 75K KM","Automatic","Jawa Barat","Sales Agent","2020 Suzuki Ertiga 1.5 GX MPV","Masookk lagi Suzuki ertiga gx 2020 😍 Cepetan bungkus boskuh ✅Automatic ✅perorangan ✅Km ...","Rp 186.000.000"
"","45 - 50K KM","Automatic","Jawa Barat","Sales Agent","2023 Toyota Kijang Innova Zenix 2.0 G HV (Premium Color) M...","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 360.000.000"
"Toyota Fortuner","55 - 60K KM","Automatic","Jawa Barat","Sales Agent","2021 Toyota Fortuner 2.4 VRZ TRD 4X2 SUV","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 463.000.000"
"Toyota Voxy","80 - 85K KM","Automatic","Jawa Barat","Sales Agent","2021 Toyota Voxy 2.0 MPV","Menerima pembelian : - Cash / Credit 💵 - Dp minim ⬇️ - Tukar tambah 🚗 - Bunga 0% tenor 1 ...","Rp 316.000.000"
"Toyota Alphard","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2024 Toyota Alphard 2.5 G (Premium Color) MPV","Mobil : Toyota Alphard G ATPM Tahun : 2024 Nopol : B (genap) TCU KM : 22 RB ————————— OTR ...","Rp 1.152.000.000"
"Toyota Voxy","65 - 70K KM","Automatic","Jawa Barat","Sales Agent","2022 Toyota Voxy 2.0 MPV","Menerima pembelian : - Cash / Credit 💵 - Dp minim ⬇️ - Tukar tambah 🚗 - Bunga 0% tenor 1 ...","Rp 370.000.000"
"KIA Seltos","55 - 60K KM","Automatic","Jawa Barat","Sales Agent","2021 KIA Seltos 1.4 EX+ SUV - EX","Menerima pembelian : - Cash / Credit 💵 - Dp minim ⬇️ - Tukar tambah 🚗 - Bunga 0% tenor 1 ...","Rp 258.000.000"
"BMW X1","35 - 40K KM","Automatic","Jawa Timur","Sales Agent","2021 BMW X1 1.5 sDrive18i Dynamic SUV","Certified Used Car By Astra BMW X1 Dynamic 2021 31rb km · Mineral Grey On black · Plat B ...",""
"Toyota Kijang Innova","70 - 75K KM","Automatic","Jawa Barat","Sales Agent","2022 Toyota Kijang Innova 2.4 V MPV","Beli Mobil bekas bebas cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 390.000.000"
"Honda BR-V","45 - 50K KM","Automatic","Jawa Barat","Sales Agent","2016 Honda BR-V 1.5 E Prestige SUV","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 163.000.000"
"Honda Odyssey","70 - 75K KM","Automatic","DKI Jakarta","Dealer","2019 Honda Odyssey 2.4 Prestige MPV","Mobil : Honda Odyssey Prestige Tahun : 2019 Nopol : B (genap) ZMO KM : 75rb (LOW) ————— ...","Rp 315.000.000"
"Honda Brio","55 - 60K KM","Automatic","Jawa Barat","Sales Agent","2020 Honda Brio 1.2 RS Hatchback","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 163.000.000"
"Toyota Alphard","0 - 5K KM","Automatic","DKI Jakarta","Private","2025 Toyota Alphard 2.5 G (Premium Color) MPV - G Tangan P...","Toyota Alphard G 2025 LIKE NEW Low Odo 4rb KM (bukan Miles) Nik 2025 Tangan Pertama Pajak ...",""
"","35 - 40K KM","Automatic","Jawa Barat","Sales Agent","2023 Mitsubishi XFORCE 1.5 Ultimate SUV","Beli Mobil Bekas Bebas Cemas di CARSOME Certified ● 175 Titik Inspeksi ● Harga Pasti, ...","Rp 292.000.000"
"BMW 218i","20 - 25K KM","Automatic","DKI Jakarta","Sales Agent","2023 BMW 218i 1.5 Gran Sport Coupe","BMW Premium Selection Certified Used Car By Astra ——————————————————————————— 218i Grand ...","Rp 545.000.000"
"","10 - 15K KM","Automatic","Banten","Sales Agent","2024 BMW 735i 3.0 M Sport Sedan","Certified Used Car By Astra BMW 735i M- Sport · 2024 13rb km · Black Sapphire on Tartufo ...","Rp 1.859.000.000"
